Store_Avg_Sales,Store_Size_Tier_Enc,Week,Month,Year,Is_EndOfYear,Holiday_Flag,Temperature,CPI,Unemployment,log_Weekly_Sales,Store,Date
1775216.2019580419,2,5,2,2010,0,0,27.19,135.3524608,8.237,14.443740900500504,27,2010-02-05
1268125.418811189,1,5,2,2010,0,0,30.27,189.3816974,7.541,13.898503536996504,41,2010-02-05
2094712.9606993007,2,5,2,2010,0,0,43.76,126.4420645,8.623,14.574045057143765,4,2010-02-05
1395901.437062937,2,5,2,2010,0,0,39.05,210.7526053,8.324,14.200264700361801,31,2010-02-05
519247.7300699301,0,5,2,2010,0,0,19.79,189.3816974,7.039,13.07613156785312,16,2010-02-05
1356383.1244755245,2,5,2,2010,0,0,46.04,214.4248812,7.368,14.239476557589226,11,2010-02-05
373511.9927972028,0,5,2,2010,0,0,45.97,209.8529663,8.554,13.055256740144285,36,2010-02-05
556403.863146853,0,5,2,2010,0,0,54.34,126.4420645,9.765,13.205573390021573,42,2010-02-05
318011.8104895105,0,5,2,2010,0,0,39.7,211.6539716,6.566,12.667206113454524,5,2010-02-05
633324.7231468532,0,5,2,2010,0,0,47.31,203.0642742,9.521,13.380148373006161,43,2010-02-05
919724.9795804196,1,5,2,2010,0,0,27.19,135.3524608,9.262,14.023024196089255,35,2010-02-05
1323522.241818182,1,5,2,2010,0,0,49.47,126.4420645,13.975,14.329742348153427,28,2010-02-05
1564728.1862937063,2,5,2,2010,0,0,40.43,212.6223518,7.259,14.317882207377089,6,2010-02-05
259861.69202797202,0,5,2,2010,0,0,58.4,126.4420645,10.115,12.523050488060758,33,2010-02-05
302748.86601398606,0,5,2,2010,0,0,31.53,126.4420645,8.119,12.54643711898901,44,2010-02-05
1084718.421048951,1,5,2,2010,0,0,21.33,131.5279032,9.202,14.002246108737745,18,2010-02-05
402704.44104895106,0,5,2,2010,0,0,45.71,214.4248812,7.368,13.042504296203752,3,2010-02-05
1009001.6094405595,1,5,2,2010,0,0,49.47,126.4420645,13.975,13.91086380047775,12,2010-02-05
539451.4287412588,0,5,2,2010,0,0,24.36,131.5279032,10.064,13.19679429454856,29,2010-02-05
964128.0404895104,1,5,2,2010,0,0,14.48,131.5279032,5.892,13.817453469289088,40,2010-02-05
570617.3086713287,0,5,2,2010,0,0,10.53,189.3816974,9.014,13.115794731005462,7,2010-02-05
2020978.4009790209,2,5,2,2010,0,0,27.31,181.8711898,8.992,14.780008789053506,14,2010-02-05
908749.5183916084,1,6,2,2010,0,1,33.34,214.6214189,6.299,13.810299403453712,8,2010-02-12
623312.474965035,0,6,2,2010,0,1,22.0,131.5866129,8.35,13.43344175919372,15,2010-02-12
633324.7231468532,0,6,2,2010,0,1,47.99,203.2010968,9.521,13.434132986742167,43,2010-02-12
318011.8104895105,0,6,2,2010,0,1,39.81,211.8004698,6.566,12.650202863754885,5,2010-02-12
1450668.1291608391,2,6,2,2010,0,1,44.58,209.9970208,8.554,14.051554595033208,39,2010-02-12
1002911.8446853146,1,6,2,2010,0,1,18.14,131.5866129,8.488,13.83107390828849,26,2010-02-12
966781.5594405595,1,6,2,2010,0,1,36.13,126.4962581,9.521,13.81010798028764,34,2010-02-12
259861.69202797202,0,6,2,2010,0,1,55.47,126.4962581,10.115,12.59433676115354,33,2010-02-12
570617.3086713287,0,6,2,2010,0,1,25.9,189.4642725,9.014,13.169449080280748,7,2010-02-12
2003620.3062937064,2,6,2,2010,0,1,33.16,126.4962581,8.316,14.524006570224016,13,2010-02-12
964128.0404895104,1,6,2,2010,0,1,20.84,131.5866129,5.892,13.769821833853676,40,2010-02-12
1009001.6094405595,1,6,2,2010,0,1,47.87,126.4962581,13.975,13.92693057470748,12,2010-02-12
1444999.0356643356,2,6,2,2010,0,1,23.22,131.5866129,8.35,14.245050819781621,19,2010-02-12
385731.6532867133,0,6,2,2010,0,1,47.87,126.4962581,13.975,12.743197103416916,38,2010-02-12
1555264.3975524476,2,6,2,2010,0,1,38.51,211.2421698,8.106,14.31140025807736,1,2010-02-12
543980.5523776223,0,6,2,2010,0,1,37.08,214.8056534,6.415,13.222531700931606,9,2010-02-12
1925751.3355244757,2,6,2,2010,0,1,38.49,210.8979935,8.324,14.575292732401277,2,2010-02-12
785981.4085314686,1,6,2,2010,0,1,27.73,181.982317,8.992,13.395423528697064,45,2010-02-12
2107676.8703496503,2,6,2,2010,0,1,22.12,204.3857472,8.187,14.5617760939742,20,2010-02-12
1775216.2019580419,2,6,2,2010,0,1,29.81,135.4113076,8.237,14.372473527429083,27,2010-02-12
2094712.9606993007,2,6,2,2010,0,1,28.84,126.4962581,8.623,14.598639378661515,4,2010-02-12
539451.4287412588,0,6,2,2010,0,1,28.14,131.5866129,10.064,13.18001690754286,29,2010-02-12
1395901.437062937,2,6,2,2010,0,1,37.77,210.8979935,8.324,14.249853479211977,31,2010-02-12
1084718.421048951,1,6,2,2010,0,1,26.41,131.5866129,9.202,13.987682194821819,18,2010-02-12
519247.7300699301,0,6,2,2010,0,1,20.87,189.4642725,7.039,13.064830192169882,16,2010-02-12
1356383.1244755245,2,6,2,2010,0,1,48.01,214.5747916,7.368,14.269565861043013,11,2010-02-12
373511.9927972028,0,6,2,2010,0,1,46.11,209.9970208,8.554,13.059561374312839,36,2010-02-12
556403.863146853,0,6,2,2010,0,1,49.96,126.4962581,9.765,13.263361008175929,42,2010-02-12
2020978.4009790209,2,6,2,2010,0,1,27.73,181.982317,8.992,14.348617992134304,14,2010-02-12
756069.0833566433,1,6,2,2010,0,1,37.77,210.8979935,8.324,13.603952682765273,21,2010-02-12
1166568.154965035,1,6,2,2010,0,1,28.09,189.4642725,9.014,13.932019110701106,32,2010-02-12
518900.2819580419,0,6,2,2010,0,1,46.11,209.9970208,8.554,13.180356209687027,37,2010-02-12
1268125.418811189,1,6,2,2010,0,1,23.04,189.4642725,7.541,13.88844251173652,41,2010-02-12
706721.5326573426,1,6,2,2010,0,1,19.64,204.3857472,8.187,13.276568375756309,25,2010-02-12
893581.3904195804,1,6,2,2010,0,1,18.36,126.4962581,6.548,13.64347936529473,17,2010-02-12
1028501.0389510489,1,6,2,2010,0,1,28.14,135.4113076,8.283,13.837831824549482,22,2010-02-12
1323522.241818182,1,6,2,2010,0,1,47.87,126.4962581,13.975,14.259535577611082,28,2010-02-12
1564728.1862937063,2,6,2,2010,0,1,40.57,212.7700425,7.259,14.289434530113901,6,2010-02-12
402704.44104895106,0,6,2,2010,0,1,47.93,214.5747916,7.368,12.949746481685233,3,2010-02-12
1389864.4604895106,2,6,2,2010,0,1,18.75,131.5866129,5.892,14.138241007236322,23,2010-02-12
1899424.5726573425,2,6,2,2010,0,1,49.96,126.4962581,9.765,14.593012453042421,10,2010-02-12
438579.6162237762,0,6,2,2010,0,1,37.77,210.8979935,8.324,13.11710069374516,30,2010-02-12
1356755.3935664336,2,6,2,2010,0,1,25.94,131.5866129,8.326,14.162009572304354,24,2010-02-12
302748.86601398606,0,6,2,2010,0,1,33.16,126.4962581,8.119,12.566743051967583,44,2010-02-12
919724.9795804196,1,6,2,2010,0,1,29.81,135.4113076,9.262,13.971502093804494,35,2010-02-12
785981.4085314686,1,7,2,2010,0,0,31.27,182.0347816,8.992,13.642662037938766,45,2010-02-19
539451.4287412588,0,7,2,2010,0,0,31.96,131.637,10.064,13.203759144664362,29,2010-02-19
1268125.418811189,1,7,2,2010,0,0,24.13,189.5340998,7.541,13.86623764508674,41,2010-02-19
1775216.2019580419,2,7,2,2010,0,0,32.44,135.4657781,8.237,14.480809207884077,27,2010-02-19
556403.863146853,0,7,2,2010,0,0,58.22,126.5262857,9.765,13.13980217383674,42,2010-02-19
756069.0833566433,1,7,2,2010,0,0,39.75,210.9451605,8.324,13.673122056701361,21,2010-02-19
373511.9927972028,0,7,2,2010,0,0,45.66,210.0451024,8.554,13.061087857549719,36,2010-02-19
893581.3904195804,1,7,2,2010,0,0,25.06,126.5262857,6.548,13.593260357493346,17,2010-02-19
1084718.421048951,1,7,2,2010,0,0,30.91,131.637,9.202,13.95585009002413,18,2010-02-19
1899424.5726573425,2,7,2,2010,0,0,58.22,126.5262857,9.765,14.56382447195151,10,2010-02-19
519247.7300699301,0,7,2,2010,0,0,21.13,189.5340998,7.039,13.060210701207227,16,2010-02-19
302748.86601398606,0,7,2,2010,0,0,35.7,126.5262857,8.119,12.498582918440674,44,2010-02-19
518900.2819580419,0,7,2,2010,0,0,45.66,210.0451024,8.554,13.142917682903963,37,2010-02-19
2094712.9606993007,2,7,2,2010,0,0,36.45,126.5262857,8.623,14.533282670775549,4,2010-02-19
1395901.437062937,2,7,2,2010,0,0,39.75,210.9451605,8.324,14.203074899092854,31,2010-02-19
1356383.1244755245,2,7,2,2010,0,0,48.3,214.6198868,7.368,14.22317305005494,11,2010-02-19
1009001.6094405595,1,7,2,2010,0,0,54.83,126.5262857,13.975,13.90665082849611,12,2010-02-19
2020978.4009790209,2,7,2,2010,0,0,31.27,182.0347816,8.992,14.606037457173144,14,2010-02-19
385731.6532867133,0,7,2,2010,0,0,54.83,126.5262857,13.975,12.698445825292156,38,2010-02-19
706721.5326573426,1,7,2,2010,0,0,24.16,204.4321004,8.187,13.424335365925538,25,2010-02-19
633324.7231468532,0,7,2,2010,0,0,48.77,203.2479796,9.521,13.398476613178733,43,2010-02-19
570617.3086713287,0,7,2,2010,0,0,27.28,189.5340998,9.014,13.135795836625256,7,2010-02-19
1356755.3935664336,2,7,2,2010,0,0,31.05,131.637,8.326,14.141473110823645,24,2010-02-19
1444999.0356643356,2,7,2,2010,0,0,28.57,131.637,8.35,14.231570746125874,19,2010-02-19
1002911.8446853146,1,7,2,2010,0,0,22.62,131.637,8.488,13.814859896329896,26,2010-02-19
919724.9795804196,1,7,2,2010,0,0,32.44,135.4657781,9.262,14.05504672516727,35,2010-02-19
1555264.3975524476,2,7,2,2010,0,0,39.93,211.2891429,8.106,14.292967076555646,1,2010-02-19
1450668.1291608391,2,7,2,2010,0,0,43.96,210.0451024,8.554,14.023006700611719,39,2010-02-19
1389864.4604895106,2,7,2,2010,0,0,26.7,131.637,5.892,14.092830912754936,23,2010-02-19
402704.44104895106,0,7,2,2010,0,0,47.07,214.6198868,7.368,12.95191471403636,3,2010-02-19
543980.5523776223,0,7,2,2010,0,0,43.06,214.8506185,6.415,13.144768302060227,9,2010-02-19
908749.5183916084,1,7,2,2010,0,0,39.1,214.6664878,6.299,13.778806500175646,8,2010-02-19
438579.6162237762,0,7,2,2010,0,0,39.75,210.9451605,8.324,13.046592429426328,30,2010-02-19
1166568.154965035,1,7,2,2010,0,0,29.16,189.5340998,9.014,13.894839219998659,32,2010-02-19
259861.69202797202,0,7,2,2010,0,0,62.16,126.5262857,10.115,12.600988404409481,33,2010-02-19
1323522.241818182,1,7,2,2010,0,0,54.83,126.5262857,13.975,14.215159732939785,28,2010-02-19
623312.474965035,0,7,2,2010,0,0,27.54,131.637,8.35,13.401266653738057,15,2010-02-19
318011.8104895105,0,7,2,2010,0,0,41.14,211.8471283,6.566,12.622967418779673,5,2010-02-19
1028501.0389510489,1,7,2,2010,0,0,31.96,135.4657781,8.283,13.803912165903979,22,2010-02-19
1925751.3355244757,2,7,2,2010,0,0,39.69,210.9451605,8.324,14.569024698913505,2,2010-02-19
966781.5594405595,1,7,2,2010,0,0,38.36,126.5262857,9.521,13.799344661140088,34,2010-02-19
1564728.1862937063,2,7,2,2010,0,0,43.58,212.8161546,7.259,14.264762266602478,6,2010-02-19
2003620.3062937064,2,7,2,2010,0,0,35.7,126.5262857,8.316,14.493684009708177,13,2010-02-19
964128.0404895104,1,7,2,2010,0,0,27.84,131.637,5.892,13.728088405708945,40,2010-02-19
2107676.8703496503,2,7,2,2010,0,0,25.43,204.4321004,8.187,14.586336466505966,20,2010-02-19
302748.86601398606,0,8,2,2010,0,0,29.98,126.5522857,8.119,12.517520327867324,44,2010-02-26
402704.44104895106,0,8,2,2010,0,0,52.05,214.6475127,7.368,12.917074135077574,3,2010-02-26
543980.5523776223,0,8,2,2010,0,0,43.83,214.8780453,6.415,13.068486263618036,9,2010-02-26
373511.9927972028,0,8,2,2010,0,0,50.87,210.0771885,8.554,13.011477491631585,36,2010-02-26
2020978.4009790209,2,8,2,2010,0,0,34.89,182.0774691,8.992,14.55534694961748,14,2010-02-26
1899424.5726573425,2,8,2,2010,0,0,52.77,126.5522857,9.765,14.512039992250003,10,2010-02-26
1356383.1244755245,2,8,2,2010,0,0,52.79,214.6475127,7.368,14.105494217231916,11,2010-02-26
518900.2819580419,0,8,2,2010,0,0,50.87,210.0771885,8.554,13.149232780042828,37,2010-02-26
706721.5326573426,1,8,2,2010,0,0,29.16,204.4630869,8.187,13.351119262071176,25,2010-02-26
633324.7231468532,0,8,2,2010,0,0,48.77,203.2798724,9.521,13.335381907247854,43,2010-02-26
623312.474965035,0,8,2,2010,0,0,29.87,131.686,8.35,13.244376033370065,15,2010-02-26
1028501.0389510489,1,8,2,2010,0,0,35.98,135.5195191,8.283,13.709886096364672,22,2010-02-26
756069.0833566433,1,8,2,2010,0,0,45.31,210.9759573,8.324,13.527292661984703,21,2010-02-26
1166568.154965035,1,8,2,2010,0,0,26.64,189.6018023,9.014,13.867389375899451,32,2010-02-26
1002911.8446853146,1,8,2,2010,0,0,27.32,131.686,8.488,13.659308119719528,26,2010-02-26
259861.69202797202,0,8,2,2010,0,0,56.5,126.5522857,10.115,12.55691883020841,33,2010-02-26
2094712.9606993007,2,8,2,2010,0,0,41.36,126.5522857,8.623,14.470815591511837,4,2010-02-26
385731.6532867133,0,8,2,2010,0,0,50.23,126.5522857,13.975,12.719565898008664,38,2010-02-26
1395901.437062937,2,8,2,2010,0,0,45.31,210.9759573,8.324,14.111425207070905,31,2010-02-26
964128.0404895104,1,8,2,2010,0,0,33.32,131.686,5.892,13.669233610456757,40,2010-02-26
2003620.3062937064,2,8,2,2010,0,0,29.98,126.5522857,8.316,14.413165768196999,13,2010-02-26
966781.5594405595,1,8,2,2010,0,0,37.28,126.5522857,9.521,13.71652648065568,34,2010-02-26
318011.8104895105,0,8,2,2010,0,0,46.7,211.8771468,6.566,12.507223468268466,5,2010-02-26
908749.5183916084,1,8,2,2010,0,0,37.91,214.6940735,6.299,13.650155976508886,8,2010-02-26
1450668.1291608391,2,8,2,2010,0,0,49.79,210.0771885,8.554,13.971302478789823,39,2010-02-26
1564728.1862937063,2,8,2,2010,0,0,47.1,212.845337,7.259,14.175248752356993,6,2010-02-26
1444999.0356643356,2,8,2,2010,0,0,30.33,131.686,8.35,14.132706086969305,19,2010-02-26
1356755.3935664336,2,8,2,2010,0,0,33.98,131.686,8.326,13.962829733253734,24,2010-02-26
1389864.4604895106,2,8,2,2010,0,0,32.68,131.686,5.892,13.996757078780734,23,2010-02-26
1323522.241818182,1,8,2,2010,0,0,50.23,126.5522857,13.975,14.248703881189945,28,2010-02-26
1009001.6094405595,1,8,2,2010,0,0,50.23,126.5522857,13.975,13.86298382683617,12,2010-02-26
919724.9795804196,1,8,2,2010,0,0,36.0,135.5195191,9.262,13.835952921761885,35,2010-02-26
438579.6162237762,0,8,2,2010,0,0,45.31,210.9759573,8.324,13.06543679316041,30,2010-02-26
893581.3904195804,1,8,2,2010,0,0,15.64,126.5522857,6.548,13.52722903921379,17,2010-02-26
570617.3086713287,0,8,2,2010,0,0,24.91,189.6018023,9.014,13.11450102999578,7,2010-02-26
556403.863146853,0,8,2,2010,0,0,52.77,126.5522857,9.765,13.105240778820807,42,2010-02-26
519247.7300699301,0,8,2,2010,0,0,18.12,189.6018023,7.039,13.001873814906286,16,2010-02-26
1268125.418811189,1,8,2,2010,0,0,21.84,189.6018023,7.541,13.807420652745623,41,2010-02-26
2107676.8703496503,2,8,2,2010,0,0,32.32,204.4630869,8.187,14.45641396625986,20,2010-02-26
1555264.3975524476,2,8,2,2010,0,0,46.63,211.3196429,8.106,14.158907754464193,1,2010-02-26
1775216.2019580419,2,8,2,2010,0,0,36.0,135.5195191,8.237,14.145486934955798,27,2010-02-26
1084718.421048951,1,8,2,2010,0,0,35.42,131.686,9.202,13.881446648921031,18,2010-02-26
539451.4287412588,0,8,2,2010,0,0,35.98,131.686,10.064,13.098928124505852,29,2010-02-26
785981.4085314686,1,8,2,2010,0,0,34.89,182.0774691,8.992,13.51695983513299,45,2010-02-26
1925751.3355244757,2,8,2,2010,0,0,46.1,210.9759573,8.324,14.438824301360903,2,2010-02-26
2020978.4009790209,2,9,3,2010,0,0,37.13,182.1201566,8.992,14.620890175849485,14,2010-03-05
1356755.3935664336,2,9,3,2010,0,0,36.73,131.735,8.326,14.160792708791195,24,2010-03-05
1555264.3975524476,2,9,3,2010,0,0,46.5,211.3501429,8.106,14.256862417490069,1,2010-03-05
543980.5523776223,0,9,3,2010,0,0,48.43,214.9054721,6.415,13.136855615785736,9,2010-03-05
1028501.0389510489,1,9,3,2010,0,0,36.82,135.5732602,8.283,13.824670715326441,22,2010-03-05
1389864.4604895106,2,9,3,2010,0,0,33.15,131.735,5.892,14.08643571168711,23,2010-03-05
1323522.241818182,1,9,3,2010,0,0,53.77,126.5782857,13.975,14.290773116021537,28,2010-03-05
1925751.3355244757,2,9,3,2010,0,0,47.17,211.0067542,8.324,14.504154679957363,2,2010-03-05
1395901.437062937,2,9,3,2010,0,0,48.61,211.0067542,8.324,14.14111792073676,31,2010-03-05
385731.6532867133,0,9,3,2010,0,0,53.77,126.5782857,13.975,12.827296477446254,38,2010-03-05
2107676.8703496503,2,9,3,2010,0,0,31.75,204.4940734,8.187,14.566556162933239,20,2010-03-05
706721.5326573426,1,9,3,2010,0,0,29.45,204.4940734,8.187,13.408671095864172,25,2010-03-05
756069.0833566433,1,9,3,2010,0,0,48.61,211.0067542,8.324,13.524416431069678,21,2010-03-05
919724.9795804196,1,9,3,2010,0,0,38.07,135.5732602,9.262,13.966179127992184,35,2010-03-05
402704.44104895106,0,9,3,2010,0,0,53.04,214.6751386,7.368,12.936522932579651,3,2010-03-05
518900.2819580419,0,9,3,2010,0,0,51.33,210.1092746,8.554,13.160153606364323,37,2010-03-05
893581.3904195804,1,9,3,2010,0,0,31.58,126.5782857,6.548,13.571272383837005,17,2010-03-05
570617.3086713287,0,9,3,2010,0,0,35.86,189.6695049,9.014,13.105055557486633,7,2010-03-05
1899424.5726573425,2,9,3,2010,0,0,55.92,126.5782857,9.765,14.502182363462563,10,2010-03-05
438579.6162237762,0,9,3,2010,0,0,48.61,211.0067542,8.324,13.065987864076604,30,2010-03-05
1009001.6094405595,1,9,3,2010,0,0,53.77,126.5782857,13.975,13.889707848271868,12,2010-03-05
2094712.9606993007,2,9,3,2010,0,0,43.49,126.5782857,8.623,14.494081235619204,4,2010-03-05
1450668.1291608391,2,9,3,2010,0,0,50.93,210.1092746,8.554,14.051574449047918,39,2010-03-05
519247.7300699301,0,9,3,2010,0,0,27.92,189.6695049,7.039,13.003991580962323,16,2010-03-05
1084718.421048951,1,9,3,2010,0,0,37.17,131.735,9.202,13.98080420935831,18,2010-03-05
556403.863146853,0,9,3,2010,0,0,55.92,126.5782857,9.765,13.226675499689826,42,2010-03-05
1356383.1244755245,2,9,3,2010,0,0,53.96,214.6751386,7.368,14.170821126566134,11,2010-03-05
373511.9927972028,0,9,3,2010,0,0,51.33,210.1092746,8.554,13.08196718804952,36,2010-03-05
2003620.3062937064,2,9,3,2010,0,0,40.65,126.5782857,8.316,14.47818895882875,13,2010-03-05
633324.7231468532,0,9,3,2010,0,0,52.89,203.3117653,9.521,13.39787324321405,43,2010-03-05
539451.4287412588,0,9,3,2010,0,0,36.82,131.735,10.064,13.190188198986515,29,2010-03-05
302748.86601398606,0,9,3,2010,0,0,40.65,126.5782857,8.119,12.558904157939367,44,2010-03-05
623312.474965035,0,9,3,2010,0,0,31.79,131.735,8.35,13.313523145225215,15,2010-03-05
964128.0404895104,1,9,3,2010,0,0,34.78,131.735,5.892,13.80561503840894,40,2010-03-05
1775216.2019580419,2,9,3,2010,0,0,38.07,135.5732602,8.237,14.088381525518512,27,2010-03-05
318011.8104895105,0,9,3,2010,0,0,48.89,211.9071653,6.566,12.573686030989798,5,2010-03-05
1268125.418811189,1,9,3,2010,0,0,32.49,189.6695049,7.541,13.877130909759385,41,2010-03-05
908749.5183916084,1,9,3,2010,0,0,45.64,214.7216592,6.299,13.689385896232542,8,2010-03-05
785981.4085314686,1,9,3,2010,0,0,37.13,182.1201566,8.992,13.564420387392872,45,2010-03-05
1166568.154965035,1,9,3,2010,0,0,37.72,189.6695049,9.014,13.879956331050877,32,2010-03-05
259861.69202797202,0,9,3,2010,0,0,59.17,126.5782857,10.115,12.582746878798389,33,2010-03-05
1564728.1862937063,2,9,3,2010,0,0,49.63,212.8745193,7.259,14.286357469047914,6,2010-03-05
1002911.8446853146,1,9,3,2010,0,0,28.6,131.735,8.488,13.82116512074825,26,2010-03-05
966781.5594405595,1,9,3,2010,0,0,42.65,126.5782857,9.521,13.730275918005827,34,2010-03-05
1444999.0356643356,2,9,3,2010,0,0,32.92,131.735,8.35,14.218202203578494,19,2010-03-05
964128.0404895104,1,10,3,2010,0,0,35.1,131.784,5.892,13.709431339657115,40,2010-03-12
1564728.1862937063,2,10,3,2010,0,0,58.82,212.9037017,7.259,14.259312886496827,6,2010-03-12
402704.44104895106,0,10,3,2010,0,0,63.08,214.7027646,7.368,12.85892292805757,3,2010-03-12
1899424.5726573425,2,10,3,2010,0,0,52.33,126.6042857,9.765,14.478892686964747,10,2010-03-12
1084718.421048951,1,10,3,2010,0,0,42.39,131.784,9.202,13.945486793500205,18,2010-03-12
385731.6532867133,0,10,3,2010,0,0,50.11,126.6042857,13.975,12.742638878887258,38,2010-03-12
570617.3086713287,0,10,3,2010,0,0,27.25,189.7372075,9.014,13.082484895968914,7,2010-03-12
2107676.8703496503,2,10,3,2010,0,0,43.82,204.5250598,8.187,14.5141306547592,20,2010-03-12
543980.5523776223,0,10,3,2010,0,0,55.76,214.932899,6.415,13.110587918016895,9,2010-03-12
2094712.9606993007,2,10,3,2010,0,0,49.63,126.6042857,8.623,14.454373180026808,4,2010-03-12
1775216.2019580419,2,10,3,2010,0,0,45.98,135.6270013,8.237,14.470495807063731,27,2010-03-12
1395901.437062937,2,10,3,2010,0,0,57.1,211.037551,8.324,14.127539585712851,31,2010-03-12
519247.7300699301,0,10,3,2010,0,0,28.64,189.7372075,7.039,13.00671622412633,16,2010-03-12
556403.863146853,0,10,3,2010,0,0,52.33,126.6042857,9.765,13.285102136737756,42,2010-03-12
633324.7231468532,0,10,3,2010,0,0,53.67,203.3436582,9.521,13.377606872339264,43,2010-03-12
623312.474965035,0,10,3,2010,0,0,41.39,131.784,8.35,13.311618491439623,15,2010-03-12
1268125.418811189,1,10,3,2010,0,0,33.4,189.7372075,7.541,13.839225824815172,41,2010-03-12
318011.8104895105,0,10,3,2010,0,0,58.5,211.9371839,6.566,12.60247881171332,5,2010-03-12
1166568.154965035,1,10,3,2010,0,0,39.88,189.7372075,9.014,13.904729834914608,32,2010-03-12
1002911.8446853146,1,10,3,2010,0,0,31.1,131.784,8.488,13.778206420605693,26,2010-03-12
1450668.1291608391,2,10,3,2010,0,0,61.88,210.1413607,8.554,14.034158282176097,39,2010-03-12
1444999.0356643356,2,10,3,2010,0,0,39.06,131.784,8.35,14.199336689718937,19,2010-03-12
1323522.241818182,1,10,3,2010,0,0,50.11,126.6042857,13.975,14.098339455289949,28,2010-03-12
438579.6162237762,0,10,3,2010,0,0,57.1,211.037551,8.324,13.056631461788086,30,2010-03-12
756069.0833566433,1,10,3,2010,0,0,57.1,211.037551,8.324,13.476273949986904,21,2010-03-12
518900.2819580419,0,10,3,2010,0,0,61.96,210.1413607,8.554,13.148062994990056,37,2010-03-12
893581.3904195804,1,10,3,2010,0,0,29.71,126.6042857,6.548,13.546274402043016,17,2010-03-12
908749.5183916084,1,10,3,2010,0,0,49.76,214.7492449,6.299,13.665079637911164,8,2010-03-12
302748.86601398606,0,10,3,2010,0,0,37.62,126.6042857,8.119,12.514262354053976,44,2010-03-12
539451.4287412588,0,10,3,2010,0,0,43.43,131.784,10.064,13.159742954398435,29,2010-03-12
1389864.4604895106,2,10,3,2010,0,0,36.07,131.784,5.892,14.157740444604105,23,2010-03-12
1028501.0389510489,1,10,3,2010,0,0,43.43,135.6270013,8.283,13.782148553810096,22,2010-03-12
706721.5326573426,1,10,3,2010,0,0,40.05,204.5250598,8.187,13.400935565578756,25,2010-03-12
259861.69202797202,0,10,3,2010,0,0,55.61,126.6042857,10.115,12.651277562807199,33,2010-03-12
2020978.4009790209,2,10,3,2010,0,0,45.8,182.1628441,8.992,14.583781936288597,14,2010-03-12
1009001.6094405595,1,10,3,2010,0,0,50.11,126.6042857,13.975,13.801001032058123,12,2010-03-12
2003620.3062937064,2,10,3,2010,0,0,37.62,126.6042857,8.316,14.425649940144078,13,2010-03-12
919724.9795804196,1,10,3,2010,0,0,45.98,135.6270013,9.262,13.9555727943771,35,2010-03-12
966781.5594405595,1,10,3,2010,0,0,42.26,126.6042857,9.521,13.73348550674546,34,2010-03-12
785981.4085314686,1,10,3,2010,0,0,45.8,182.1628441,8.992,13.548530603570374,45,2010-03-12
